Date,Open,High,Low,Close,Adj Close,Volume
2022-01-06,15675.219727,15900.599609,15608.570313,15765.360352,15765.360352,4790820000
2022-01-07,15774.129883,15835.000000,15526.799805,15592.190430,15592.190430,4238070000
2022-01-10,15383.179688,15627.919922,15165.530273,15614.429688,15614.429688,5317180000
2022-01-11,15582.719727,15848.559570,15496.910156,15844.120117,15844.120117,4390710000
2022-01-12,15955.480469,16017.389648,15815.950195,15905.099609,15905.099609,4338530000
2022-01-13,15970.089844,15990.379883,15468.089844,15495.620117,15495.620117,4302020000
2022-01-14,15396.469727,15617.179688,15396.469727,15611.589844,15611.589844,4374020000
2022-01-18,15378.059570,15446.299805,15182.959961,15210.759766,15210.759766,5060790000
2022-01-19,15287.250000,15382.000000,15038.440430,15047.839844,15047.839844,4665340000
2022-01-20,15176.379883,15347.620117,14832.690430,14846.459961,14846.459961,5102050000
2022-01-21,14728.660156,14868.450195,14432.639648,14438.400391,14438.400391,5870830000
2022-01-24,14160.910156,14532.570313,13724.849609,14509.580078,14509.580078,6998770000
2022-01-25,14237.599609,14410.429688,14033.809570,14149.120117,14149.120117,5019380000
2022-01-26,14492.519531,14646.540039,14006.400391,14172.759766,14172.759766,5771140000
2022-01-27,14346.459961,14419.450195,13972.879883,14003.110352,14003.110352,5177380000
2022-01-28,14091.309570,14457.780273,13880.480469,14454.610352,14454.610352,4971930000
2022-01-31,14505.070313,14934.519531,14442.879883,14930.049805,14930.049805,5124940000
2022-02-01,14966.599609,15034.419922,14749.490234,15019.679688,15019.679688,4671850000
2022-02-02,15173.030273,15196.400391,14960.849609,15139.740234,15139.740234,4673140000
2022-02-03,14693.849609,14856.509766,14471.200195,14501.110352,14501.110352,4326300000
2022-02-04,14566.280273,14832.049805,14452.280273,14694.349609,14694.349609,4121340000
2022-02-07,14716.429688,14813.860352,14524.629883,14571.250000,14571.250000,4268730000
2022-02-08,14533.250000,14785.219727,14485.780273,14747.030273,14747.030273,4293770000
2022-02-09,14930.990234,15057.900391,14870.360352,15056.959961,15056.959961,4729730000
2022-02-10,14770.679688,15037.259766,14636.620117,14705.639648,14705.639648,5212510000
2022-02-11,14739.459961,14769.639648,14194.540039,14253.839844,14253.839844,5237320000
2022-02-14,14233.400391,14400.780273,14119.730469,14268.589844,14268.589844,4347350000
2022-02-15,14482.110352,14624.530273,14444.459961,14620.820313,14620.820313,4416840000
2022-02-16,14514.839844,14647.790039,14399.290039,14603.639648,14603.639648,4238560000
2022-02-17,14485.080078,14497.459961,14155.429688,14171.740234,14171.740234,4278370000
2022-02-18,14207.549805,14225.719727,13918.759766,14009.540039,14009.540039,4501940000
2022-02-22,13892.809570,14109.259766,13720.919922,13870.530273,13870.530273,4849170000
2022-02-23,14016.940430,14035.929688,13502.580078,13509.429688,13509.429688,4639330000
2022-02-24,13065.440430,13989.099609,13065.440430,13974.669922,13974.669922,6180200000
2022-02-25,13973.900391,14193.000000,13850.290039,14189.160156,14189.160156,4628720000
2022-02-28,14058.610352,14296.599609,14009.360352,14237.809570,14237.809570,5928130000
2022-03-01,14197.660156,14271.580078,13906.919922,14005.990234,14005.990234,6131350000
2022-03-02,14075.110352,14292.719727,13962.690430,14243.690430,14243.690430,5246390000
2022-03-03,14339.700195,14342.559570,13965.110352,14035.209961,14035.209961,5092580000
2022-03-04,13957.599609,13992.969727,13738.610352,13837.830078,13837.830078,5343900000
2022-03-07,13853.530273,13879.099609,13314.440430,13319.379883,13319.379883,6195370000
2022-03-08,13275.230469,13663.269531,13129.400391,13267.610352,13267.610352,6683960000
2022-03-09,13610.480469,13793.110352,13504.480469,13742.200195,13742.200195,5396550000
2022-03-10,13577.839844,13633.690430,13399.459961,13591.000000,13591.000000,5071250000
2022-03-11,13701.799805,13714.440430,13285.190430,13301.830078,13301.830078,5288210000
2022-03-14,13248.089844,13386.669922,13020.400391,13046.639648,13046.639648,5876710000
2022-03-15,13174.969727,13488.179688,13092.450195,13458.559570,13458.559570,5440100000
2022-03-16,13633.120117,13960.250000,13475.089844,13956.790039,13956.790039,6552210000
2022-03-17,13878.990234,14125.669922,13827.339844,14118.599609,14118.599609,5612090000
2022-03-18,14061.290039,14427.469727,14014.429688,14420.080078,14420.080078,8149290000
2022-03-21,14377.150391,14470.679688,14190.530273,14376.089844,14376.089844,5673940000
2022-03-22,14396.030273,14688.969727,14385.549805,14654.330078,14654.330078,5445100000
2022-03-23,14525.219727,14681.330078,14446.040039,14447.549805,14447.549805,5024230000
2022-03-24,14529.719727,14767.730469,14440.669922,14765.690430,14765.690430,5149520000
2022-03-25,14766.900391,14805.879883,14577.589844,14754.309570,14754.309570,5585100000
2022-03-28,14763.160156,14989.080078,14705.919922,14987.400391,14987.400391,5129500000
2022-03-29,15142.929688,15265.419922,15039.610352,15239.320313,15239.320313,6060890000
2022-03-30,15177.150391,15229.009766,15010.339844,15071.549805,15071.549805,5479200000
2022-03-31,15074.230469,15088.379883,14835.160156,14838.490234,14838.490234,5453890000
2022-04-01,14886.910156,14925.929688,14723.830078,14861.209961,14861.209961,5002790000
2022-04-04,14903.379883,15161.889648,14884.570313,15159.580078,15159.580078,4630100000
2022-04-05,15109.269531,15120.669922,14782.570313,14820.639648,14820.639648,4727710000
2022-04-06,14600.299805,14639.349609,14395.400391,14498.889648,14498.889648,5360420000
2022-04-07,14469.500000,14624.240234,14315.690430,14531.809570,14531.809570,4856090000
2022-04-08,14450.530273,14490.190430,14307.679688,14327.259766,14327.259766,4574080000
2022-04-11,14149.599609,14187.669922,13979.139648,13990.209961,13990.209961,4946680000
2022-04-12,14175.660156,14264.740234,13882.750000,13940.240234,13940.240234,4991720000
2022-04-13,13939.610352,14258.809570,13919.480469,14217.290039,14217.290039,4909720000
2022-04-14,14225.469727,14235.389648,13884.820313,13893.209961,13893.209961,4642240000
2022-04-18,13859.469727,13997.929688,13788.959961,13910.759766,13910.759766,4365230000
2022-04-19,13882.750000,14236.509766,13844.740234,14210.259766,14210.259766,4562840000
2022-04-20,14246.200195,14263.610352,13962.860352,13998.530273,13998.530273,4678930000
2022-04-21,14174.919922,14277.209961,13682.679688,13720.450195,13720.450195,5233110000
2022-04-22,13714.629883,13769.400391,13342.790039,13356.870117,13356.870117,4475090000
2022-04-25,13275.410156,13541.769531,13239.730469,13533.219727,13533.219727,4845160000
2022-04-26,13447.660156,13447.660156,13009.650391,13009.709961,13009.709961,5168160000
2022-04-27,13009.400391,13241.940430,12936.410156,13003.360352,13003.360352,4810720000
2022-04-28,13254.959961,13542.559570,13038.169922,13456.059570,13456.059570,5067150000
2022-04-29,13274.940430,13428.530273,12835.480469,12854.799805,12854.799805,4733070000
2022-05-02,12864.830078,13083.570313,12716.629883,13075.849609,13075.849609,4918240000
2022-05-03,13045.349609,13178.740234,12982.700195,13089.900391,13089.900391,4547280000
2022-05-04,13110.299805,13556.669922,12887.530273,13535.709961,13535.709961,5498050000
2022-05-05,13344.790039,13344.790039,12710.589844,12850.549805,12850.549805,5308920000
2022-05-06,12776.860352,12926.580078,12522.769531,12693.530273,12693.530273,5324480000
2022-05-09,12465.910156,12542.320313,12136.190430,12187.719727,12187.719727,5939140000
2022-05-10,12496.839844,12537.889648,12173.469727,12345.860352,12345.860352,6218260000
2022-05-11,12240.209961,12470.889648,11939.089844,11967.559570,11967.559570,6152370000
2022-05-12,11790.129883,12128.730469,11692.120117,11945.500000,11945.500000,6679470000
2022-05-13,12125.929688,12429.280273,12069.129883,12387.400391,12387.400391,5894020000
2022-05-16,12297.070313,12395.509766,12196.209961,12243.580078,12243.580078,4930250000
2022-05-17,12496.629883,12572.990234,12333.990234,12564.099609,12564.099609,5093960000
2022-05-18,12352.919922,12389.959961,11887.000000,11928.309570,11928.309570,5064120000
2022-05-19,11872.559570,12066.849609,11795.790039,11875.629883,11875.629883,5154410000
2022-05-20,12037.030273,12044.700195,11492.290039,11835.620117,11835.620117,5434370000
2022-05-23,11867.080078,12047.809570,11785.759766,12034.280273,12034.280273,4552200000
2022-05-24,11807.780273,11842.809570,11576.110352,11769.839844,11769.839844,4724430000
2022-05-25,11732.450195,12028.889648,11714.269531,11943.929688,11943.929688,4519690000
2022-05-26,11906.830078,12337.730469,11901.870117,12276.790039,12276.790039,4672620000
2022-05-27,12421.799805,12682.580078,12405.290039,12681.419922,12681.419922,4793900000
2022-05-31,12688.950195,12762.839844,12482.320313,12642.099609,12642.099609,6045500000
2022-06-01,12750.309570,12820.469727,12457.910156,12548.360352,12548.360352,4719900000
2022-06-02,12498.629883,12897.629883,12447.769531,12892.889648,12892.889648,4445840000
2022-06-03,12650.379883,12724.809570,12505.759766,12548.030273,12548.030273,4130040000
2022-06-06,12745.889648,12804.459961,12534.580078,12599.629883,12599.629883,4647010000
2022-06-07,12456.490234,12737.299805,12413.559570,12711.679688,12711.679688,4411240000
2022-06-08,12682.809570,12776.650391,12578.549805,12615.129883,12615.129883,4708980000
2022-06-09,12543.370117,12666.410156,12265.860352,12269.780273,12269.780273,5408460000
2022-06-10,12052.589844,12082.690430,11825.349609,11832.820313,11832.820313,5152020000
2022-06-13,11472.190430,11568.650391,11254.190430,11288.320313,11288.320313,5937320000
2022-06-14,11385.179688,11418.219727,11205.919922,11311.690430,11311.690430,4819890000
2022-06-15,11468.129883,11751.290039,11346.540039,11593.769531,11593.769531,5368500000
2022-06-16,11286.870117,11311.049805,11037.209961,11127.570313,11127.570313,5696630000
2022-06-17,11172.650391,11357.969727,11089.929688,11265.990234,11265.990234,7452830000
2022-06-21,11446.980469,11638.469727,11446.980469,11546.759766,11546.759766,5226260000
2022-06-22,11427.740234,11708.080078,11423.200195,11527.709961,11527.709961,5238180000
2022-06-23,11622.089844,11729.620117,11515.480469,11697.679688,11697.679688,5258200000
2022-06-24,11826.950195,12112.820313,11812.179688,12105.849609,12105.849609,9468130000
2022-06-27,12157.929688,12175.980469,11965.669922,12008.240234,12008.240234,5047860000
2022-06-28,12021.339844,12133.870117,11633.129883,11637.769531,11637.769531,5433220000
2022-06-29,11619.009766,11710.209961,11537.719727,11658.259766,11658.259766,5650860000
2022-06-30,11532.320313,11650.959961,11322.860352,11503.719727,11503.719727,5654520000
2022-07-01,11472.629883,11592.849609,11378.629883,11585.679688,11585.679688,4865730000
2022-07-05,11419.339844,11781.740234,11366.070313,11779.900391,11779.900391,5053570000
2022-07-06,11807.080078,11941.309570,11727.360352,11852.589844,11852.589844,4851170000
2022-07-07,11913.730469,12137.709961,11897.509766,12109.049805,12109.049805,4685050000
2022-07-08,11977.950195,12179.320313,11956.030273,12125.690430,12125.690430,4526570000
2022-07-11,12008.759766,12026.059570,11830.889648,11860.280273,11860.280273,4362910000
2022-07-12,11926.839844,11990.440430,11684.019531,11744.990234,11744.990234,4317860000
2022-07-13,11523.910156,11819.690430,11498.959961,11728.530273,11728.530273,4433060000
2022-07-14,11637.179688,11801.110352,11488.269531,11768.400391,11768.400391,4481070000
2022-07-15,11896.150391,11987.519531,11828.129883,11983.620117,11983.620117,4369060000
2022-07-18,12089.679688,12156.089844,11836.519531,11877.500000,11877.500000,5057920000
2022-07-19,12046.690430,12258.370117,11967.919922,12249.419922,12249.419922,5302740000
2022-07-20,12269.070313,12488.389648,12232.200195,12439.679688,12439.679688,5467080000
2022-07-21,12466.129883,12620.500000,12351.419922,12619.410156,12619.410156,4680930000
2022-07-22,12575.759766,12662.860352,12322.820313,12396.469727,12396.469727,4721880000
2022-07-25,12391.209961,12415.589844,12244.400391,12328.410156,12328.410156,4346520000
2022-07-26,12248.209961,12259.009766,12051.209961,12086.900391,12086.900391,4349760000
2022-07-27,12299.339844,12660.769531,12256.940430,12601.469727,12601.469727,4588480000
2022-07-28,12580.610352,12741.830078,12433.549805,12717.870117,12717.870117,4924950000
2022-07-29,12784.200195,12986.639648,12726.250000,12947.969727,12947.969727,4907410000
2022-08-01,12877.040039,13084.610352,12833.160156,12940.780273,12940.780273,4396390000
2022-08-02,12853.040039,13073.269531,12809.009766,12901.599609,12901.599609,4792140000
2022-08-03,12983.580078,13289.190430,12974.849609,13253.259766,13253.259766,5667990000
2022-08-04,13253.769531,13326.719727,13170.440430,13311.040039,13311.040039,5451470000
2022-08-05,13107.450195,13286.019531,13070.360352,13207.690430,13207.690430,4911300000
2022-08-08,13227.089844,13394.540039,13103.799805,13159.160156,13159.160156,5238600000
2022-08-09,13064.240234,13095.700195,12945.599609,13008.169922,13008.169922,5307340000
2022-08-10,13330.660156,13386.849609,13220.049805,13378.320313,13378.320313,5196210000
2022-08-11,13471.030273,13555.379883,13271.349609,13291.990234,13291.990234,5815960000
2022-08-12,13384.650391,13565.870117,13341.650391,13565.870117,13565.870117,4782610000
2022-08-15,13529.660156,13685.650391,13524.530273,13667.179688,13667.179688,4476040000
2022-08-16,13617.660156,13720.910156,13508.469727,13635.209961,13635.209961,5028410000
2022-08-17,13499.240234,13591.580078,13389.820313,13470.860352,13470.860352,5229520000
2022-08-18,13474.240234,13553.280273,13405.740234,13505.990234,13505.990234,4724350000
2022-08-19,13370.250000,13402.610352,13210.820313,13242.900391,13242.900391,4628170000
2022-08-22,13056.389648,13073.070313,12859.820313,12890.540039,12890.540039,4270980000
2022-08-23,12885.280273,13000.709961,12852.700195,12881.790039,12881.790039,3836180000
2022-08-24,12876.230469,12995.139648,12843.580078,12917.860352,12917.860352,3917170000
2022-08-25,12984.740234,13146.839844,12951.610352,13143.580078,13143.580078,4323470000
2022-08-26,13129.910156,13175.250000,12603.410156,12605.169922,12605.169922,4530000000
2022-08-29,12488.459961,12594.339844,12440.400391,12484.320313,12484.320313,4209850000
2022-08-30,12562.400391,12572.879883,12240.820313,12342.700195,12342.700195,4681520000
2022-08-31,12448.070313,12502.150391,12268.080078,12272.030273,12272.030273,4952010000
2022-09-01,12158.879883,12290.330078,12012.980469,12274.620117,12274.620117,4792890000
2022-09-02,12392.459961,12451.280273,12035.530273,12098.440430,12098.440430,4257410000
2022-09-06,12106.570313,12152.419922,11928.809570,12011.309570,12011.309570,4622940000
2022-09-07,12038.179688,12298.120117,12026.980469,12259.389648,12259.389648,4445640000
2022-09-08,12139.570313,12374.129883,12120.259766,12321.190430,12321.190430,4329910000
2022-09-09,12424.150391,12610.429688,12424.150391,12588.290039,12588.290039,4401590000
2022-09-12,12649.230469,12752.830078,12639.759766,12739.719727,12739.719727,4146680000
2022-09-13,12364.830078,12420.009766,12004.419922,12033.620117,12033.620117,5188380000
2022-09-14,12092.030273,12170.250000,12016.429688,12134.400391,12134.400391,4861530000
2022-09-15,12034.429688,12153.339844,11867.879883,11927.490234,11927.490234,4805910000
2022-09-16,11775.940430,11875.089844,11710.259766,11861.379883,11861.379883,7451840000
2022-09-19,11753.599609,11956.790039,11752.429688,11953.269531,11953.269531,4168670000
2022-09-20,11855.839844,11951.129883,11761.690430,11851.540039,11851.540039,4028100000
2022-09-21,11892.719727,12062.519531,11636.250000,11637.790039,11637.790039,4471000000
2022-09-22,11574.320313,11617.990234,11448.860352,11501.650391,11501.650391,4916470000
2022-09-23,11398.750000,11402.410156,11169.660156,11311.240234,11311.240234,5134350000
2022-09-26,11283.139648,11473.360352,11235.740234,11254.110352,11254.110352,4697730000
2022-09-27,11411.339844,11502.379883,11175.290039,11271.750000,11271.750000,4445050000
2022-09-28,11258.740234,11546.870117,11210.809570,11493.830078,11493.830078,4556100000
2022-09-29,11334.570313,11339.910156,11038.940430,11164.780273,11164.780273,4516630000
2022-09-30,11123.110352,11296.160156,10966.950195,10971.219727,10971.219727,4649710000
2022-10-03,11059.169922,11296.429688,10985.009766,11229.730469,11229.730469,4415440000
